category,item,description,price,category_url
Milk Drinks,Jimmy's Kesar Thandai,200 ml,₹70,https://www.blinkit.com/cn/milk-drinks/cid/12/1184
Milk Drinks,Amul Probiotic Tadka Salted Buttermilk,270 ml,₹10,https://www.blinkit.com/cn/milk-drinks/cid/12/1184
Coffee,Bevzilla Assorted Instant Coffee Sachets,20 pcs,₹90,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Davidoff Rich Aroma Instant Coffee 10/12 Intensity,100 g,₹691,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Classic - 100% Pure Instant Coffee Powder - 24 g,24 g,₹124,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Davidoff Fine Aroma Instant Coffee 7/12 Intensity,100 g,₹749,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Tata Coffee Grand Premium Instant Coffee,45 g,₹176,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Classic - 100% Pure Instant Coffee Powder,72 pcs,₹144,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Classic - 100% Pure Instant Coffee Powder - 45 g,45 g,₹235,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Bru Instant Coffee 50 g,50 g,₹126,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Tata Coffee Grand Premium - Instant Coffee,90 g,₹330,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Classic - 100% Pure Instant Coffee Powder,90 g,₹416,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Sleepy Owl Assorted Instant Coffee Travel Pack,10 pcs,₹99,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Gold Blend - Premium Freeze Dried Instant Coffee,100 g,₹662,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Tata Coffee Grand Classic- Instant Coffee,50 g,₹133,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Bru Instant Coffee (100 g),100 g,₹286,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Classic - 100% Pure Instant Coffee Powder - 45 g,45 g,₹230,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Tata Coffee Grand Classic Instant Coffee,45 g,₹142,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Tata Coffee Gold 100% Pure Instant Coffee (Original),50 g,₹348,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,DALYLA COFFEE Instant Coffee,50 g,₹165,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,DALYLA COFFEE 100% Arabica Instant Coffee,100 g,₹310,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Classic - 100% Pure Instant Coffee Powder - 200 g,200 g,₹910,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Colombian Brew Coffee - Original Instant Coffee Sachets,40 pcs,₹99,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Nescafe Gold Blend Premium Freeze Dried Instant Coffee,50 g,₹399,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Bru Gold Instant Coffee,200 g,₹816,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Bevzilla Gold Brew Freeze Dried Instant Coffee,95 g,₹499,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Bevzilla Assorted Instant Coffee Sachets,44 pcs,₹186,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Davidoff Crema Intense Instant Coffee,90 g,₹822,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Blue Tokai Vienna French Press Dark Roasted Ground Coffee,150 g,₹410,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,iD Instant Filter Coffee Liquid (Strong),150 ml,₹119,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,iD Instant Coffee Powder,50 g,₹137,https://www.blinkit.com/cn/coffee/cid/12/1322
Coffee,Bru Gold Premium Freeze-Dried Instant Coffee,100 g,₹540,https://www.blinkit.com/cn/coffee/cid/12/1322
Leaf & Dust Tea,Wagh Bakri Royale Leaf Tea,225 g,₹165,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Premium Tea,250 g,₹120,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Agni Special Blend Tea,250 g,₹65,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Red Label Tea,100 g,₹45,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Red Label Tea - 250 g,250 g,₹120,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Premium Tea (Mini Pack),100 g,₹40,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Red Label Natural Care Tea,250 g,₹160,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Wagh Bakri Premium Leaf Tea (250 g),250 g,₹165,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Premium Care Leaf Tea,500 g,₹273,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Taj Mahal Tea 250 g,250 g,₹180,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Taj Mahal Tea,100 g,₹50,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Taj Mahal Tea 500 g,500 g,₹295,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Gold,250 g,₹160,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Agni Elaichi Tea Leaves,250 g,₹85,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Wagh Bakri Premium Leaf Tea (500 g),500 g,₹315,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Gold,100 g,₹50,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Gold,1 kg,₹520,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Gold Tea (1.5 kg),1.5 kg,₹763,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Premium,1.5 kg,₹539,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Premium Tea 1 Kg,1 kg,₹437,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Agni Special Blend Tea,500 g,₹130,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Red Label Tea (500 g),500 g,₹233,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Taaza Tea 250 g,250 g,₹50,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Premium Tea - Pack of 2,2 x 250 g,₹238,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Agni Strong Tea,1 kg,₹260,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Taj Mahal Tea Bags,100 pcs,₹220,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Red Label Natural Care Tea,500 g,₹276,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Tata Tea Gold Care Tea,500 g,₹275,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Red Label Tea (Zip Lock),1 kg,₹468,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Leaf & Dust Tea,Brooke Bond Taj Mahal Tea (1 kg),1 kg,₹589,https://www.blinkit.com/cn/leaf-dust-tea/cid/12/25
Black Tea,Twinings Assam CTC Black Tea,250 g,₹300,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Twinings English Breakfast Tea Bags,25 pcs,₹353,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Twinings Classics Earl Grey Tea Bags,25 pcs,₹353,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Twinings Pure Peppermint Tea Bags,25 pcs,₹368,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Tata Tea Premium Care Leaf Tea,250 g,₹131,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Twinings Origins Classic Assam Tea Bags,25 pcs,₹302,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Tetley Original Black Tea - Tea Bags,100 pcs,₹187,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Twinings Lemon & Ginger Tea Bags,25 pcs,₹385,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Organic India Tulsi Ginger Tea Bags,25 pcs,₹232,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Organic India Tulsi Original Tea Bags,25 pcs,₹238,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Flurys Classic Assam Tea Bags,100 pcs,₹161,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,JAWAI Rajwadi Kadak Masala Chai,250 g,₹219,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,MORBAGH Assam Black Tea,1 kg,₹550,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Pansari Azuri Premium Tea,1 kg,₹349,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,"Tea Leaf & Co. Rozana CTC, Rich Aroma Black Tea",250 g,₹116,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,The Pahadi Story Masala Chai,175 g,₹331,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Twinings The Silk Route Collection Tea Gift Set,66 g,₹379,https://www.blinkit.com/cn/black-tea/cid/12/1561
Black Tea,Tata Tea Premium Tea Bags,100 pcs,₹155,https://www.blinkit.com/cn/black-tea/cid/12/1561
Hot Chocolate Drink,Cadbury Hot Chocolate Drink Powder Mix,200 g,₹210,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Christopher Cocoa Hot Chocolate,3 x 30 g,₹75,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Hershey's Hot Chocolate Powder,110 g,₹114,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Cocosutra Hazelnut Hot Chocolate,3 x 20 g,₹105,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Cocosutra Hazelnut Sugar Free Hot Chocolate Mix,3 pcs,₹180,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Hershey's Hot Chocolate Powder,250 g,₹239,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Mevano Hot Chocolate Mix (0% Refined Sugar),200 g,₹310,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,The Select Aisle Drinking Hot Chocolate,200 g,₹196,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Choko La Hot Chocolate (Assorted Flavours),250 g,₹744,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Hot Chocolate Drink,Cocosutra Mocha Hot Chocolate,3 x 20 g,₹105,https://www.blinkit.com/cn/hot-chocolate-drink/cid/12/90
Health Drinks & Supplements,Horlicks Classic Malt Drink Mix,1 kg,₹489,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,PediaSure Vanilla Delight Drink Mix Refill,375 g,₹648,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Complan Kesar Badam Drink Mix,500 g,₹320,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Little Joys Chocolate Nutrimix 13+ Years Drink Mix,350 g,₹749,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,PediaSure Vanilla 7+ Specialized Nutrition for Growing Children Drink Mix,400 g,₹519,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,PediaSure Vanilla Delight Drink Mix,2 x 475 g,"₹1,504",https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Horlicks Classic Malt Drink Mix Jar,500 g,₹259,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Horlicks Classic Malt Malt Drink Mix,1 kg,₹450,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Little Joys Strawberry Nutrimix 7+ Years Drink Mix,350 g,₹699,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Nestle NANGROW Nutritious Milk Drink Creamy Vanilla for Growing Children (2 - 6 years),400 g,₹570,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Wellbeing Nutrition Creamy Vanilla Kids Superfuel Drink Mix,400 g,₹760,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Wellbeing Nutrition Milk Chocolate Kids Superfuel Drink Mix,400 g,₹760,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Junior Horlicks Vanilla Health Drink,500 g,₹294,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Health Drinks & Supplements,Milo Powder Health Drink,400 g,₹600,https://www.blinkit.com/cn/health-drinks-supplements/cid/12/21
Chocolate Health Drinks,Bournvita Chocolate Drink Mix (Pouch),1 kg,₹385,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Bournvita Chocolate Drink Mix (Jar),500 g,₹256,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Bournvita Chocolate Drink Mix (Pouch),500 g,₹241,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Horlicks Chocolate Delight Drink Mix,500 g,₹229,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Bournvita Chocolate Drink Mix (Jar),1 kg,₹485,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,PediaSure Premium Chocolate Drink Mix (Refill),375 g,₹648,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Little Joys Nutrimix 2+ Years Chocolate Drink Mix,350 g,₹649,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Complan Royale Chocolate Drink Mix (500 g),500 g,₹294,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Bournvita Zero Added Sugar Drink Mix,500 g,₹249,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Little Joys NutriMix 7+ Years Chocolate Drink Mix,350 g,₹699,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,"Gritzo SuperMilk Boy Growth+ Drink Mix (13+ Years, Double Chocolate)",400 g,₹899,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,"Gritzo SuperMilk Girl Growth+ Drink Mix (13+ years, Double Chocolate)",400 g,₹899,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Complan Royale Chocolate Drink Mix (1 kg),1 kg,₹549,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,"Gritzo SuperMilk Girl Growth+ Drink Mix (7 - 9 years, Double Chocolate)",400 g,₹849,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Bournvita Chocolate Drink Mix (Carton Pack),2 kg,₹756,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,"Gritzo Supermilk Overall Growth with 6 g Protein Drink Mix (Double Chocolate, 2-6 years)",400 g,₹629,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,"Gritzo SuperMilk Height+ 7 g Protein Drink Mix (2 - 6 years, Double Chocolate)",400 g,₹749,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,PediaSure Premium Chocolate Drink Mix,2 x 475 g,"₹1,501",https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Boost 3x Stamina Drink Mix,750 g,₹336,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Gritzo SuperMilk Boy Growth+ Nutrition Drink Mix Sachets,5 x 33.33 g,₹399,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Horlicks - 1 kg Refill pack (Chocolate flavor) Drink Mix,1 kg,₹291,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Horlicks Chocolate Milkshake,180 ml,₹35,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Little Joys Nutrimix 2+ Years Strawberry Drink Mix,350 g,₹649,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Little Joys Nutrimix 2+ Years Vanilla Nutrition Powder,350 g,₹649,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,PediaSure 7+ Specialized Nutrition for Growing Children Chocolate Drink Mix,400 g,₹519,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,"Gritzo SuperMilk Boy Growth+ Drink Mix (7 - 12 years, Double Chocolate)",400 g,₹849,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Complan Chocolate Drink Mix,700 g,₹355,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Chocolate Health Drinks,Bournvita 5 Star Magic Chocolate Drink (Pouch),500 g,₹263,https://www.blinkit.com/cn/chocolate-health-drinks/cid/12/1106
Exotic & Flavoured Tea,Tea Culture of the World Flowery Bouquet Tea Bags,16 pcs,₹203,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Toyo Kombucha Exotic Peach Non-Alcoholic Kombucha (Fermented Tea),330 ml,₹95,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Toyo Kombucha Ginger Lemon Non-Alcoholic Kombucha (Fermented Tea),330 ml,₹95,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Toyo Kombucha Cranberry Non-Alcoholic Kombucha (Fermented Tea),330 ml,₹95,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Tea Culture of the World Moroccan Mint Tea Bags,16 pcs,₹255,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Flurys Pure Chamomile Organic Tea Bags,20 pcs,₹200,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Twinings Pure Camomile Tea Bags,25 pcs,₹372,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Organic India Tulsi Honey Chamomile Tea Bags,25 pcs,₹232,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Tea Culture of the World Throat Rescue Tea Bags,16 pcs,₹369,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Wagh Bakri Instant Tea Premix Elaichi + Ginger + Masala - Pack of 2,2 x 12 pcs,₹275,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Eco Valley Ginger Mulethi Lemon Green Tea Bags,25 pcs,₹199,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Organic India Tulsi Mulethi Tea Bags,25 pcs,₹232,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Flurys Jasmine Flavoured Green Tea Bags,25 pcs,₹192,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Flurys Masala Tea Bags,25 pcs,₹176,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Flurys Lemon And Honey Green Tea Bags,25 pcs,₹168,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Tetley Natural Mango Flavour Green Tea - Tea Bags (Immune with added Vitamin C) - Pack of 2,2 x 25 pcs,₹377,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Blendart Pure Chamomile Herbal Tea Bags,50 g,₹199,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Blue Tea Butterfly Pea Flower Kahwa,10 pcs,₹99,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Blue Tea Butterfly Pea Flower Tea,30 g,₹279,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Blue Tea Hibiscus Flower Herbal Tea,25 pcs,₹299,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Flurys Envelop Green Tea Bags,100 pcs,₹455,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Freshville PCOS/PCOD Flavoured Green Tea Bags,30 g,₹275,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Freshville Thyroid Tea,50 g,₹275,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Health Fields Organic Calming Chamomile Tea Bags,25 pcs,₹150,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Health Fields Organic Dream Infusion Tea Bags,25 pcs,₹150,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Health Fields Organic Her Health Tea Bags,25 pcs,₹160,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Health Fields Tummy Relax - Infusion Tea Bags,25 pcs,₹150,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,Health Fields Turmeric Ginger Golden Shield Tea Bags,25 pcs,₹150,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,House of Himalayas Turmeric Herbal Mix Pahadi Kaadha,100 g,₹724,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Exotic & Flavoured Tea,House of Veda Digestive Tea Bags,25 pcs,₹175,https://www.blinkit.com/cn/exotic-flavoured-tea/cid/12/1562
Green Tea,Wagh Bakri Sudh Kahwa Green Tea,25 pcs,₹199,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Lipton Honey Lemon Green Tea Bags,25 pcs,₹171,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Girnar Detox Desi Kahwa,10 pcs,₹100,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Tetley Lemon & Honey Green Tea Bags,25 pcs,₹159,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Wagh Bakri Honey Lemon Green Tea,25 pcs,₹149,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Organic India Lemon Ginger Tulsi Green Tea Bags,25 pcs,₹228,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Organic India Tulsi Honey Lemon Green Tea Bags,25 pcs,₹228,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,"Tetley Ginger, Mint & Lemon Green Tea Bags (Immune with added Vitamin C)",25 pcs,₹162,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,"Tetley Slim Care Green Tea Bags (With L-Carnitine, Lemon & Honey)",25 pcs,₹182,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Vahdam Chamomile Mint Citrus Green Tea Bags,15 pcs,₹200,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Lipton Clear & Light Green Tea Bags,50 pcs,₹338,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Organic India Tulsi Original Green Tea (Classic),100 g,₹285,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,"Tetley Slim Care Green Tea Bags (With L-Carnitine, Ginger, Mint & Lemon)",25 pcs,₹182,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Twinings Lemon & Honey Green Tea Bags,25 pcs,₹325,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Twinings Pure Green Tea Bags,25 pcs,₹353,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Bree Matcha Ceremonial Matcha Tea,30 g,"₹1,280",https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Oddenly Detox Suddha Kahwa Green Tea,18 pcs,₹189,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Oddenly Detox Suddha Kahwa Green Tea Bags,2 x 18 unit,₹357,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Organic India Tulsi Detox Kahwa,25 pcs,₹212,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Tetley Immune with Added Vitamin C Green Tea (100 g),100 g,₹155,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Tetley Classic Green Tea Bags (Immune with added Vitamin C),100 pcs,₹554,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Lipton Tulsi Natura Green Tea Bags,25 pcs,₹171,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Wagh Bakri Tulsi Green Tea,25 pcs,₹149,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Pukka Ashwagandha & Tulsi Tea Bags (for Active Energy),25 pcs,₹270,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Pukka Mint & Ginger Tea Bags (for Digestive Support),25 pcs,₹239,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Blendart Spearmint Herbal Tea,50 g,₹159,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Bree Matcha Everyday Matcha Tea,30 g,₹450,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Chaayos Detox Kahwa Green Tea,25 pcs,₹196,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Freshville Slimming Green Tea,50 g,₹299,https://www.blinkit.com/cn/green-tea/cid/12/1104
Green Tea,Grenzo Grade A Ceremonial Matcha,30 g,₹550,https://www.blinkit.com/cn/green-tea/cid/12/1104
Roasted & Ground Coffee,Blue Tokai Vienna French Press Dark Roasted Ground Coffee,150 g,₹410,https://www.blinkit.com/cn/roasted-ground-coffee/cid/12/720
